-30.90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.35400,-16.36000,-16.34500,-16.34200,-16.39900,-16.46500,-16.52800,-16.49800,-16.53700,-16.57300,-16.54000,-16.52200,-16.61500,-16.72000,-16.76800,-16.58500,-16.72600,-16.84600,-17.00500,-16.86100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.70900,10.70300,,,,,,,,,,,,,,,,,,,,,,14.96300,14.97500,14.97800,14.94800,14.89700,14.85800,14.81300,14.76200,14.69000,14.63900,14.52500,14.43800,14.31800,14.21000,14.07200,,,,13.47800,13.29500,13.11500,,,,,,11.62400,11.29400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.17600,-20.20900,-20.31700,-20.20900,-20.26000,-20.26000,-20.31400,-20.45200,-20.50000,-20.43100,-20.43400,-20.52700,-20.51800,-20.52100,-20.62000,-20.66200,-20.62000,-20.64400,-20.65900,-20.67400,-20.72500,-20.75500,-20.74300,-20.80600,-20.87800,-20.83900,-20.86300,-20.82100,-20.92000,-20.97100,-20.93800,-20.99200,-21.04900,-21.07300,-21.04900,-21.08800,-21.17500,-21.12100,-21.10900,-21.16300,-21.24100,-21.29800,-21.28300,-21.27100,-21.29200,-21.36700,-21.34900,-21.42100,-21.44500,-21.45100,-21.46900,-21.50200,-21.54400,-21.51400,-21.58300,-21.58900,-21.57400,-21.61900,-21.67600,-21.68200,-21.65200,-21.70000,-21.82300,-21.82600,-21.85000,-21.87700,-21.90700,-22.02700,-21.97300,-21.96100,-22.01500,-22.06900,-22.09300,-21.99100,-22.03300,-21.99700,-22.13500,-22.25200,-22.23400,-22.13200,-22.22500,-22.29100,-22.24600,-22.29100,-22.40200,-22.54300,-22.51000,-22.54300,-22.49800,-22.49500,-22.48600,-22.48600,-22.51900,,,-22.57000,-22.64800,-22.57600,-22.69900,-22.78600,-22.58800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.27000,-16.31800,-16.36600,-16.40200,-16.36600,-16.41100,-16.41700,-16.42900,-16.44400,-16.52800,-16.50700,-16.56100,-16.58500,-16.51300,-16.50100,-16.63900,-16.75900,-16.84600,-16.61200,-16.74700,-16.80100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.97600,10.99700,,,,,,,,,,,,,,,,,,,,,,,,,15.55400,15.55400,15.55100,15.52400,15.47600,15.44000,15.40400,15.35000,15.28400,15.23900,15.13100,15.04700,14.94200,14.84000,14.67800,14.53100,14.39900,14.24600,14.08400,13.91600,13.74500,,,,,12.72500,12.32900,12.03800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.26600,-20.26600,-20.38600,-20.30500,-20.29600,-20.27800,-20.35300,-20.45500,-20.56900,-20.54800,-20.43400,-20.56900,-20.62300,-20.60500,-20.60200,-20.65900,-20.65900,-20.66500,-20.70400,-20.74300,-20.80600,-20.85100,-20.80000,-20.88100,-20.93200,-20.90800,-20.89300,-20.86600,-20.98000,-21.07900,-21.05800,-21.01600,-21.06400,-21.10900,-21.05800,-21.07600,-21.19900,-21.15700,-21.13000,-21.18100,-21.26200,-21.33700,-21.37600,-21.32200,-21.34900,-21.39700,-21.41500,-21.46600,-21.47800,-21.49000,-21.49300,-21.49300,-21.55600,-21.59800,-21.61600,-21.62800,-21.66100,-21.64300,-21.68800,-21.70600,-21.69100,-21.75100,-21.85000,-21.83200,-21.89800,-21.91000,-21.89800,-22.05400,-22.00300,-21.98800,-22.06000,-22.13800,-22.16500,-22.02700,-22.05700,-21.98500,-22.20700,-22.30000,-22.22500,-22.08400,-22.24300,-22.33900,-22.28500,-22.28800,-22.41400,-22.51300,-22.46500,-22.53400,-22.51000,-22.49200,-22.50700,-22.50100,-22.52500,,,-22.62400,-22.60600,-22.59400,,,-22.60600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.27900,-16.31800,-16.38100,-16.44700,-16.41100,-16.48600,-16.40800,-16.39300,-16.41100,-16.66000,-16.54600,-16.60300,-16.55500,-16.54300,-16.72000,-16.78900,-16.79800,-16.89100,-16.70500,-16.74700,-16.78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.29100,11.22200,,,,,,,,,,,,,,,,,,,,16.07600,16.13000,16.14800,16.15400,16.13600,16.13000,16.11800,16.11200,16.08800,16.04000,16.00400,15.97400,15.92000,15.85400,15.80600,15.69800,15.59900,15.48500,15.37100,15.20900,15.08300,14.96600,14.81900,14.68700,14.54000,14.37800,,,14.00600,13.76000,13.35500,13.03400,12.78200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.33800,-20.42200,-20.32300,-20.29600,-20.35900,-20.51500,-20.53300,-20.53300,-20.53300,-20.50600,-20.60500,-20.61400,-20.63500,-20.63800,-20.67700,-20.73700,-20.76400,-20.76100,-20.78200,-20.84200,-20.90800,-20.91100,-20.85700,-20.98000,-20.94100,-20.93800,-20.95900,-20.99500,-21.05200,-21.05800,-21.03100,-21.09100,-21.08200,-21.13000,-21.19000,-21.22900,-21.19600,-21.21100,-21.27100,-21.30700,-21.33400,-21.38200,-21.33700,-21.36700,-21.40000,-21.39400,-21.45400,-21.49600,-21.53200,-21.53200,-21.49600,-21.52600,-21.60100,-21.61600,-21.62800,-21.73600,-21.71800,-21.70600,-21.76600,-21.82600,-21.87400,-21.91600,-21.83800,-21.93100,-21.89200,-21.82000,-21.93700,-21.96400,-21.98200,-22.05400,-22.12600,-22.15000,-22.13500,-22.05100,-22.15000,-22.30300,-22.32400,-22.36300,-22.35700,-22.31500,-22.29700,-22.28500,-22.32700,-22.44700,-22.37500,-22.36000,-22.50400,-22.50700,-22.41700,-22.54000,-22.64200,-22.61800,,,-22.66900,-22.52200,-22.64800,,,-22.84300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.30900,-16.36000,-16.42300,-16.46500,-16.48000,-16.51600,-16.45300,-16.45900,-16.51900,-16.68400,-16.60000,-16.69300,-16.67800,-16.66300,-16.78000,-16.81000,-16.79200,-16.84600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.59400,11.57900,11.51000,11.46500,11.75600,,,,,,,,,,,,,,,,,,,,16.60100,16.64300,16.66100,16.66700,16.65500,16.64600,16.63700,16.61900,16.59800,16.55900,16.52600,16.49600,16.45100,16.39100,16.34300,16.24100,16.13600,16.02200,15.90200,15.74000,15.63500,15.53000,15.39500,15.29000,15.14900,14.98100,14.89700,14.71400,14.51600,14.30900,13.98500,13.74200,13.52600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.46100,-20.36200,-20.32000,-20.44900,-20.62600,-20.59600,-20.52700,-20.54200,-20.57500,-20.62600,-20.59900,-20.68300,-20.67100,-20.69800,-20.77300,-20.80300,-20.79700,-20.80900,-20.86600,-20.92600,-20.94100,-20.86000,-21.00400,-20.97400,-20.97400,-21.04000,-21.02200,-21.05200,-21.08500,-21.06700,-21.11500,-21.07000,-21.16000,-21.23800,-21.26800,-21.28000,-21.27700,-21.31600,-21.34600,-21.34900,-21.39100,-21.38500,-21.44500,-21.41500,-21.44500,-21.48700,-21.51100,-21.56800,-21.58300,-21.54100,-21.55900,-21.61300,-21.64300,-21.67300,-21.74500,-21.74500,-21.73000,-21.78700,-21.87100,-21.91900,-21.92200,-21.88300,-21.92200,-21.89500,-21.85600,-21.94300,-22.00900,-22.03000,-22.07500,-22.12000,-22.12300,-22.15600,-22.14400,-22.24300,-22.31200,-22.32100,-22.30600,-22.31200,-22.34200,-22.35700,-22.34200,-22.36900,-22.46200,-22.40800,-22.38400,-22.49500,-22.51900,-22.48600,-22.52800,-22.60900,-22.61800,-22.63300,-22.75000,-22.75000,-22.56700,-22.78300,,,-22.82200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.34800,-16.43200,-16.47100,-16.47700,-16.54900,-16.53400,-16.52500,-16.57600,-16.69600,-16.68700,-16.66600,-16.77700,-16.82500,-16.79800,-16.80400,-16.81000,-16.78000,-16.80400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75300,,,11.84300,11.70800,,,12.29000,,,,,,,,,,,,,,16.76300,16.86200,16.93700,17.03300,,,17.12600,17.15900,17.17400,17.18300,17.17400,17.16200,17.15600,17.12900,17.10800,17.07500,17.04500,17.01500,16.98200,16.93100,16.87700,16.78100,16.65800,16.53500,16.41500,16.26800,16.17500,16.07300,15.95000,15.83000,15.69200,15.53900,15.41000,15.22100,15.02900,14.85800,14.60900,14.41700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.50600,-20.49700,-20.47900,-20.54200,-20.64700,-20.62900,-20.60200,-20.61700,-20.62000,-20.61400,-20.57200,-20.76700,-20.68900,-20.72500,-20.76100,-20.77600,-20.79700,-20.82700,-20.87500,-20.90200,-20.89300,-20.91100,-21.01000,-21.00700,-20.99800,-21.10000,-21.06100,-21.08500,-21.15400,-21.14200,-21.13600,-21.10300,-21.14800,-21.21400,-21.31300,-21.41500,-21.32800,-21.32200,-21.38200,-21.38800,-21.40900,-21.46000,-21.58300,-21.44200,-21.56800,-21.56200,-21.52000,-21.59500,-21.64300,-21.62800,-21.67300,-21.62800,-21.69400,-21.75400,-21.71200,-21.74200,-21.76000,-21.79000,-21.87400,-21.94000,-21.90400,-21.94600,-21.89200,-21.91300,-22.02100,-22.01800,-22.08100,-22.10500,-22.10800,-22.11400,-22.09000,-22.15000,-22.26400,-22.29700,-22.30300,-22.31200,-22.21300,-22.21000,-22.35400,-22.43800,-22.41700,-22.41100,-22.47100,-22.48900,-22.45600,-22.49800,-22.53100,-22.58800,-22.50700,-22.57300,-22.61800,-22.66300,-22.82200,-22.80100,-22.67500,-22.87000,-22.63000,-22.87600,,,,,,,,,,,,,,,,,,,,,,,-23.21200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.40500,-16.45000,-16.47100,-16.46800,-16.53100,-16.57900,-16.63000,-16.69900,-16.78600,-16.72900,-16.75600,-16.76200,-16.79800,-16.81300,-16.81600,-16.80700,-16.81600,-16.88200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.06200,12.06800,11.98700,11.87000,11.91200,,,,,,,,,,,,,,,,,17.27300,17.35100,17.41100,17.48600,17.54000,17.57000,17.58500,17.61200,17.63300,17.64200,17.64800,17.63600,17.63300,17.60300,17.58200,17.54900,17.51600,17.47700,17.43500,17.36900,17.27900,17.15900,17.07200,16.98500,16.89200,16.78700,16.70000,16.59800,16.49300,16.37000,16.23500,16.09700,15.92000,15.72800,15.54500,15.38300,15.18800,15.06500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.53300,-20.56300,-20.58400,-20.65000,-20.65900,-20.65900,-20.71000,-20.66200,-20.58700,-20.76400,-20.72800,-20.79100,-20.82400,-20.81500,-20.83900,-20.89300,-20.93500,-20.94100,-20.94100,-20.95600,-21.03100,-21.05800,-21.03700,-21.10000,-21.07900,-21.13600,-21.22900,-21.22600,-21.20500,-21.21400,-21.20800,-21.25000,-21.34900,-21.39400,-21.39700,-21.42400,-21.44200,-21.44800,-21.48700,-21.48700,-21.51700,-21.49000,-21.55600,-21.59200,-21.57400,-21.66100,-21.71500,-21.66700,-21.70000,-21.76000,-21.74500,-21.80500,-21.76000,-21.82300,-21.81100,-21.82000,-21.91300,-21.99100,-21.97300,-21.95800,-22.00900,-22.00900,-22.09900,-22.05100,-22.09000,-22.13500,-22.09900,-22.08100,-22.15900,-22.26700,-22.24600,-22.29700,-22.32700,-22.35100,-22.32400,-22.23700,-22.30000,-22.42600,-22.49500,-22.46800,-22.44400,-22.44700,-22.49200,-22.57900,-22.48600,-22.52800,-22.59700,-22.70500,-22.71700,-22.67500,-22.70800,-22.74100,-22.79800,-22.78000,-22.78600,-22.87300,,,,,,,,,,,,,,,,,,,,,,,-23.36500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.44700,-16.46200,-16.49800,-16.50700,-16.49200,-16.55500,-16.61500,-16.67800,-16.75300,-16.80400,-16.75600,-16.80700,-16.75300,-16.81600,-16.83400,-16.84900,-16.84600,-16.84600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.33500,12.40400,12.32600,12.18500,,,,,,,,,,,,,,,,17.33000,17.45000,17.65100,17.72300,17.78300,17.84300,17.88500,17.93600,17.97500,18.01100,18.02900,18.05000,18.07100,18.08000,18.09200,18.08600,18.08300,18.05600,18.03500,18.00200,17.96300,17.91800,17.86400,17.79200,17.66900,17.53700,17.48300,17.43500,17.36900,17.30900,17.21600,17.10800,17.00300,16.87100,16.72700,16.58300,16.40900,16.23800,16.06700,15.90500,15.76400,15.71000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.53000,-20.54800,-20.48200,-20.66800,-20.70700,-20.68900,-20.81500,-20.74300,-20.63500,-20.74000,-20.78200,-20.87200,-20.91400,-20.88400,-20.90500,-20.97400,-21.00700,-21.00100,-21.03100,-20.99500,-21.05200,-21.10600,-21.08200,-21.08800,-21.09700,-21.19300,-21.28300,-21.28300,-21.27100,-21.31900,-21.28600,-21.31300,-21.38200,-21.37600,-21.45400,-21.50500,-21.48700,-21.49900,-21.55300,-21.51400,-21.48700,-21.54100,-21.54700,-21.63100,-21.64300,-21.72400,-21.76000,-21.70600,-21.73600,-21.85300,-21.79600,-21.83200,-21.79600,-21.87400,-21.85300,-21.85300,-21.94600,-22.02100,-21.99700,-21.97600,-22.09600,-22.06900,-22.13500,-22.06600,-22.11400,-22.18000,-22.13500,-22.09300,-22.20700,-22.33000,-22.24000,-22.29700,-22.36000,-22.34800,-22.40200,-22.28200,-22.30600,-22.44700,-22.52800,-22.51900,-22.49800,-22.45900,-22.54900,-22.60900,-22.51900,-22.53700,-22.68400,-22.75300,-22.75900,-22.72300,-22.66900,-22.72600,,,,,,,,,,,,,,,,,,-23.26600,-23.32600,,,-23.23900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.45000,-16.52500,-16.58200,-16.60300,-16.60000,-16.65100,-16.63600,-16.65400,-16.72900,-16.76200,-16.76800,-16.82500,-16.75600,-16.88500,-16.86400,-16.90600,-16.94200,-16.86700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.57200,12.49700,12.34400,12.21200,,,,,,,,,,,,,,,,17.79500,17.90000,18.05000,18.13100,18.19700,18.26000,18.29900,18.35000,18.39200,18.43100,18.45200,18.47000,18.49400,18.50600,18.52400,18.52400,18.52100,18.49700,18.47000,18.43100,18.38300,18.32300,18.24200,18.16400,18.06500,17.96000,17.92400,17.88500,17.81900,17.75000,17.65400,17.54900,17.44400,17.32400,17.19200,17.06000,16.90100,16.74800,16.58900,16.44200,16.35500,16.32500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.63800,-20.60500,-20.67700,-20.70100,-20.71900,-20.80900,-20.81200,-20.78800,-20.91100,-20.79100,-20.87500,-20.90500,-20.88700,-20.91700,-20.99500,-21.04000,-21.04600,-21.06700,-21.01900,-21.06700,-21.11200,-21.12100,-21.15100,-21.18100,-21.24700,-21.27400,-21.25300,-21.27100,-21.31900,-21.29500,-21.45100,-21.41200,-21.41500,-21.46900,-21.47500,-21.46300,-21.50200,-21.55600,-21.55600,-21.59500,-21.59500,-21.60400,-21.69100,-21.73600,-21.76900,-21.76300,-21.74200,-21.79600,-21.86200,-21.84100,-21.77500,-21.78100,-21.86500,-21.88000,-21.88900,-21.97600,-22.01800,-21.94600,-21.99700,-22.12900,-22.05100,-22.11700,-22.03300,-22.16500,-22.25800,-22.25500,-22.21600,-22.22200,-22.33000,-22.27000,-22.28800,-22.40800,-22.29400,-22.43500,-22.35100,-22.43200,-22.51900,-22.51600,-22.56100,-22.66900,-22.55800,-22.62700,-22.58500,-22.68700,-22.65700,-22.77400,-22.73500,-22.74700,-22.81000,-22.72900,-22.76500,,,,,,,-23.11000,-23.14000,-23.20000,-23.12800,,-23.07400,-23.15800,-23.17900,-23.20300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.40800,,,,-16.45000,-16.51000,-16.58200,-16.60300,-16.62700,-16.65700,-16.70800,-16.69600,-16.71700,-16.80100,-16.82500,-16.83700,-16.78000,-16.77700,-16.98100,-16.92100,-16.93900,-16.96300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.81200,12.71900,12.54800,12.41000,,,,,,,,,,,,,,,18.04400,18.15200,18.25100,18.34400,18.44900,18.54200,18.60500,18.65900,18.69800,18.74600,18.79100,18.82700,18.85100,18.87200,18.90200,18.91100,18.92600,18.92300,18.92300,18.90500,18.86600,18.82400,18.76400,18.68600,18.56600,18.50000,18.46400,18.41900,18.38000,18.33200,18.26300,18.19400,18.09200,17.99000,17.88500,17.77400,17.64800,17.51600,17.36600,17.22800,17.11700,17.04500,16.97600,16.88900,,,17.14700,17.19200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.68000,-20.68000,-20.70700,-20.75800,-20.81800,-20.85400,-20.86000,-20.97100,-20.82400,-20.89300,-20.92000,-20.90800,-20.94100,-21.02200,-21.07000,-21.08200,-21.10300,-21.09400,-21.11200,-21.13900,-21.15400,-21.21100,-21.24100,-21.27100,-21.29800,-21.31300,-21.31600,-21.36400,-21.32500,-21.46600,-21.43900,-21.47200,-21.49300,-21.50200,-21.50200,-21.52900,-21.58900,-21.60400,-21.62500,-21.64000,-21.67900,-21.72700,-21.75400,-21.76600,-21.77200,-21.80800,-21.88000,-21.87700,-21.85900,-21.83200,-21.84400,-21.87700,-21.95800,-21.97000,-21.99700,-22.03900,-22.02400,-22.06300,-22.15900,-22.14400,-22.12000,-22.10500,-22.21300,-22.26700,-22.26400,-22.24600,-22.25200,-22.30300,-22.30000,-22.32700,-22.37800,-22.26400,-22.44100,-22.45900,-22.47700,-22.52200,-22.55500,-22.60900,-22.67500,-22.60900,-22.72900,-22.68100,-22.72000,-22.75900,-22.95100,-23.01400,-22.97500,-22.92400,-22.78600,-22.80700,,,,,-22.94500,-23.00500,-23.08000,-23.12200,-23.16400,-23.14900,-23.14900,-23.17000,-23.23300,-23.31400,-23.35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.46800,,,,-16.47700,-16.58200,-16.63000,-16.60000,-16.63000,-16.68100,-16.74400,-16.76500,-16.81000,-16.89100,-16.91200,-16.91200,-16.74100,-16.82500,-17.05600,-16.99000,-16.99000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89600,12.70100,12.54800,12.50000,,,,,,,,,,,17.58200,,,,18.47900,18.57500,18.66500,18.74900,18.83600,18.92300,18.99200,19.04300,19.08500,19.13300,19.17800,19.21400,19.24400,19.26500,19.29800,19.30700,19.32200,19.31900,19.31900,19.30700,19.25300,19.20500,19.12700,19.04000,18.91400,18.86900,18.87200,18.85400,18.80600,18.75200,18.67700,18.60500,18.50000,18.40700,18.30500,18.19700,18.07700,17.95100,17.81300,17.70200,17.64500,17.64500,17.59400,17.45300,,,17.69000,17.72900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.62600,-20.66200,-20.74600,-20.81500,-20.86000,-20.85400,-20.81500,-20.93200,-20.89300,-20.93800,-20.97100,-20.94700,-20.98600,-21.05500,-21.09400,-21.10600,-21.13900,-21.23800,-21.19600,-21.19900,-21.17800,-21.26800,-21.28000,-21.26800,-21.35200,-21.46000,-21.41500,-21.46600,-21.37600,-21.41800,-21.46000,-21.54400,-21.52600,-21.58000,-21.59800,-21.57100,-21.64000,-21.65500,-21.61600,-21.68200,-21.76300,-21.74800,-21.73900,-21.74200,-21.78100,-21.88300,-21.96700,-21.89800,-21.86800,-21.95500,-21.95200,-21.91000,-22.05400,-22.06900,-22.01500,-22.07200,-22.15900,-22.14100,-22.18900,-22.24300,-22.13200,-22.22200,-22.26100,-22.27000,-22.24000,-22.24300,-22.29400,-22.28500,-22.33600,-22.39000,-22.34500,-22.24600,-22.45000,-22.56100,-22.50100,-22.51000,-22.59700,-22.64800,-22.66600,-22.64500,-22.79200,-22.77700,-22.74700,-22.83400,-23.00500,-23.08600,-23.06500,-22.98100,-22.87300,-22.87600,-22.87000,-22.86700,-22.95700,-23.00500,-22.98100,-22.98400,-23.05000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.54000,,,,-16.54600,-16.59400,-16.60000,-16.62100,-16.64500,-16.63300,-16.73800,-16.81300,-16.86400,-16.92100,-16.98100,-16.96600,-16.95100,-17.02000,-17.04700,-17.07100,-17.11300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28600,13.23800,13.09700,12.87500,12.68600,12.64100,,,,,,,,,,,,18.17000,18.50300,18.68000,18.78800,18.89600,18.99200,19.07600,19.15400,19.22300,19.29500,19.36700,19.41500,19.46300,19.50500,19.54700,19.58300,19.61300,19.64000,19.66100,19.67600,19.68800,19.68500,19.67900,19.65200,19.60400,19.53800,19.41500,19.36400,19.33100,19.31300,19.29800,19.25900,19.20500,19.14500,19.07600,19.00400,18.89900,18.81800,18.72500,18.62000,18.50600,18.38300,18.24800,18.14600,18.11900,18.17000,18.14000,,,18.12200,18.20600,18.25100,18.27800,,,,18.25100,18.20000,18.11300,17.96000,17.81600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.76100,-20.83000,-20.83600,-20.83900,-20.84200,-20.86900,-21.00400,-20.89600,-20.96800,-21.02500,-21.01600,-21.06100,-21.08800,-21.08500,-21.09100,-21.13900,-21.24400,-21.18700,-21.23800,-21.26200,-21.33400,-21.32200,-21.30700,-21.38200,-21.46900,-21.46300,-21.45100,-21.47500,-21.49300,-21.53200,-21.55600,-21.57400,-21.61000,-21.62200,-21.62200,-21.64900,-21.67600,-21.72400,-21.72400,-21.76600,-21.80500,-21.83800,-21.83800,-21.84400,-21.90100,-21.95500,-21.94000,-21.93100,-21.95800,-21.99400,-22.00900,-22.06300,-22.09900,-22.10500,-22.12600,-22.14100,-22.12000,-22.22800,-22.17700,-22.18000,-22.23700,-22.30000,-22.36900,-22.37500,-22.39300,-22.46200,-22.38700,-22.42000,-22.48600,-22.44100,-22.46800,-22.52500,-22.54900,-22.53400,-22.55200,-22.58500,-22.62700,-22.67500,-22.65100,-22.73500,-22.77700,-22.79800,-22.82800,-22.87000,-22.90000,-22.91800,-22.94200,-23.00500,-22.99600,-22.99600,-23.03500,-23.06500,-23.05900,-22.97800,-22.94800,-23.02000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
